Datetime,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Date,Time
2022-08-31 19:00:00,487.33,0.0,6.43,42.56,3.19,6.46,13.92,3.26,1,2022-08-31,19:00:00
2022-08-31 20:00:00,480.65,0.0,5.83,42.2,3.31,7.14,15.32,3.45,1,2022-08-31,20:00:00
2022-08-31 21:00:00,460.62,0.0,5.27,41.13,3.28,7.38,16.14,3.45,1,2022-08-31,21:00:00
2022-08-31 22:00:00,453.95,0.0,5.4,39.7,3.43,7.78,16.83,3.61,1,2022-08-31,22:00:00
2022-08-31 23:00:00,447.27,0.0,5.48,38.27,3.43,7.51,16.22,3.51,1,2022-08-31,23:00:00
2022-09-01 00:00:00,413.89,0.0,4.97,37.91,3.16,6.43,14.36,3.1,1,2022-09-01,00:00:00
2022-09-01 01:00:00,393.87,0.0,4.2,37.91,3.13,6.2,13.16,2.88,1,2022-09-01,01:00:00
2022-09-01 02:00:00,390.53,0.0,4.03,37.91,3.37,6.5,12.77,2.98,1,2022-09-01,02:00:00
2022-09-01 03:00:00,407.22,0.0,4.2,37.91,3.7,6.78,12.84,3.29,1,2022-09-01,03:00:00
2022-09-01 04:00:00,433.92,0.0,4.63,37.19,4.05,7.07,13.74,3.86,1,2022-09-01,04:00:00
2022-09-01 05:00:00,467.3,0.0,5.27,36.12,4.35,7.57,15.2,4.31,1,2022-09-01,05:00:00
2022-09-01 06:00:00,514.03,0.0,6.34,34.69,4.83,8.53,16.85,4.88,1,2022-09-01,06:00:00
2022-09-01 07:00:00,634.19,0.02,10.02,31.47,5.9,11.51,20.46,6.02,2,2022-09-01,07:00:00
2022-09-01 08:00:00,727.65,0.2,12.68,29.68,6.5,12.88,21.87,6.52,2,2022-09-01,08:00:00
2022-09-01 09:00:00,694.27,0.33,10.8,35.41,6.32,11.29,19.39,6.46,2,2022-09-01,09:00:00
2022-09-01 10:00:00,547.41,0.31,6.6,45.78,4.47,7.76,12.96,4.56,1,2022-09-01,10:00:00
2022-09-01 11:00:00,507.35,0.3,5.4,49.35,3.87,6.66,11.1,3.89,1,2022-09-01,11:00:00
2022-09-01 12:00:00,480.65,0.28,4.8,49.35,3.49,6.02,10.13,3.45,1,2022-09-01,12:00:00
2022-09-01 13:00:00,467.3,0.28,4.37,48.64,3.1,5.71,9.81,3.17,1,2022-09-01,13:00:00
2022-09-01 14:00:00,473.98,0.3,4.71,47.92,3.28,5.93,10.44,3.45,1,2022-09-01,14:00:00
2022-09-01 15:00:00,494.0,0.29,5.18,45.78,3.49,6.11,10.89,3.64,1,2022-09-01,15:00:00
2022-09-01 16:00:00,534.06,0.3,6.17,43.63,4.05,6.71,12.7,4.31,1,2022-09-01,16:00:00
2022-09-01 17:00:00,580.79,0.27,7.97,40.77,4.41,7.44,14.41,4.62,1,2022-09-01,17:00:00
2022-09-01 18:00:00,614.17,0.09,9.51,37.55,4.47,8.0,15.31,4.69,1,2022-09-01,18:00:00
2022-09-01 19:00:00,640.87,0.0,9.94,35.76,4.77,9.19,17.2,5.13,1,2022-09-01,19:00:00
2022-09-01 20:00:00,674.25,0.0,9.94,34.69,5.25,10.85,20.18,5.83,2,2022-09-01,20:00:00
2022-09-01 21:00:00,694.27,0.0,9.6,33.97,5.48,12.1,23.01,6.21,2,2022-09-01,21:00:00
2022-09-01 22:00:00,720.98,0.0,9.94,32.9,5.9,13.14,25.34,6.71,2,2022-09-01,22:00:00
2022-09-01 23:00:00,700.95,0.0,9.51,32.54,5.9,12.16,24.37,6.46,2,2022-09-01,23:00:00
2022-09-02 00:00:00,640.87,0.0,8.23,33.26,5.36,9.55,20.91,5.64,2,2022-09-02,00:00:00
2022-09-02 01:00:00,574.11,0.0,6.6,33.97,4.77,8.0,18.68,5.0,1,2022-09-02,01:00:00
2022-09-02 02:00:00,554.08,0.0,6.08,33.26,4.65,8.08,18.96,4.88,1,2022-09-02,02:00:00
2022-09-02 03:00:00,560.76,0.0,6.25,32.54,5.01,9.02,20.11,5.13,2,2022-09-02,03:00:00
2022-09-02 04:00:00,607.49,0.0,7.97,27.89,5.25,11.52,23.41,4.94,2,2022-09-02,04:00:00
2022-09-02 05:00:00,667.57,0.03,10.37,20.92,5.36,14.56,27.69,4.88,2,2022-09-02,05:00:00
2022-09-02 06:00:00,754.36,0.19,13.19,14.13,5.78,18.27,33.2,5.51,2,2022-09-02,06:00:00
2022-09-02 07:00:00,1014.71,2.46,19.02,5.81,7.57,27.45,44.91,7.35,4,2022-09-02,07:00:00
2022-09-02 08:00:00,1308.44,8.27,20.73,7.96,9.06,35.81,55.45,8.04,4,2022-09-02,08:00:00
2022-09-02 09:00:00,1321.79,5.92,21.93,26.46,9.54,36.4,56.1,8.49,4,2022-09-02,09:00:00
2022-09-02 10:00:00,660.9,0.89,7.45,60.8,6.62,14.39,24.38,5.64,2,2022-09-02,10:00:00
2022-09-02 11:00:00,560.76,0.62,5.48,62.94,5.36,11.41,18.88,4.75,2,2022-09-02,11:00:00
2022-09-02 12:00:00,520.71,0.54,4.88,60.8,4.77,9.87,16.39,4.37,1,2022-09-02,12:00:00
2022-09-02 13:00:00,514.03,0.5,4.8,57.22,4.35,8.77,14.94,4.24,1,2022-09-02,13:00:00
2022-09-02 14:00:00,520.71,0.51,5.27,55.07,4.47,8.18,14.51,4.5,1,2022-09-02,14:00:00
2022-09-02 15:00:00,527.38,0.48,5.74,52.21,4.53,7.68,14.18,4.56,1,2022-09-02,15:00:00
2022-09-02 16:00:00,547.41,0.53,6.25,48.64,4.53,7.61,15.02,4.75,1,2022-09-02,16:00:00
2022-09-02 17:00:00,567.44,0.63,7.71,45.42,4.41,7.84,15.86,4.56,1,2022-09-02,17:00:00
2022-09-02 18:00:00,580.79,0.22,9.51,39.34,4.23,8.24,16.12,4.31,1,2022-09-02,18:00:00
2022-09-02 19:00:00,594.14,0.0,9.68,36.84,4.35,9.36,17.38,4.56,1,2022-09-02,19:00:00
2022-09-02 20:00:00,607.49,0.0,9.34,36.84,4.83,10.74,19.82,5.07,2,2022-09-02,20:00:00
2022-09-02 21:00:00,620.84,0.0,8.91,37.55,5.13,11.57,21.75,5.32,2,2022-09-02,21:00:00
2022-09-02 22:00:00,667.57,0.0,9.94,35.76,5.72,13.6,24.64,5.76,2,2022-09-02,22:00:00
2022-09-02 23:00:00,700.95,0.0,11.31,32.54,6.02,14.93,26.45,5.64,2,2022-09-02,23:00:00
2022-09-03 00:00:00,654.22,0.01,10.97,30.4,5.6,13.17,24.01,4.62,2,2022-09-03,00:00:00
2022-09-03 01:00:00,547.41,0.0,8.23,30.4,4.83,10.71,20.14,3.32,2,2022-09-03,01:00:00
2022-09-03 02:00:00,467.3,0.0,6.6,30.76,4.77,9.71,17.95,2.75,1,2022-09-03,02:00:00
2022-09-03 03:00:00,453.95,0.0,6.17,31.11,5.72,9.71,17.73,2.85,1,2022-09-03,03:00:00
2022-09-03 04:00:00,460.62,0.0,5.91,32.19,6.85,9.7,17.72,3.1,1,2022-09-03,04:00:00
2022-09-03 05:00:00,480.65,0.0,6.34,31.47,7.63,10.77,19.89,3.42,2,2022-09-03,05:00:00
2022-09-03 06:00:00,514.03,0.0,7.28,29.68,8.7,12.76,23.19,3.83,2,2022-09-03,06:00:00
2022-09-03 07:00:00,587.46,0.04,9.85,26.46,10.25,16.24,28.3,4.69,2,2022-09-03,07:00:00
2022-09-03 08:00:00,660.9,0.38,12.0,25.75,11.44,19.29,31.94,5.07,2,2022-09-03,08:00:00
2022-09-03 09:00:00,654.22,0.8,10.97,31.47,11.68,19.63,31.58,4.75,2,2022-09-03,09:00:00
2022-09-03 10:00:00,567.44,0.81,7.54,48.64,9.18,15.32,23.39,3.51,2,2022-09-03,10:00:00
2022-09-03 11:00:00,520.71,0.58,5.91,55.07,7.33,12.26,18.27,3.26,2,2022-09-03,11:00:00
2022-09-03 12:00:00,494.0,0.47,4.5,64.37,6.2,11.05,16.32,2.94,2,2022-09-03,12:00:00
2022-09-03 13:00:00,473.98,0.38,3.64,70.81,5.19,10.28,15.38,2.53,2,2022-09-03,13:00:00
2022-09-03 14:00:00,467.3,0.36,3.6,75.1,4.83,9.92,14.99,2.37,1,2022-09-03,14:00:00
2022-09-03 15:00:00,460.62,0.35,3.73,79.39,4.77,9.92,15.06,2.25,1,2022-09-03,15:00:00
2022-09-03 16:00:00,473.98,0.36,4.46,81.54,5.25,10.44,16.86,2.56,2,2022-09-03,16:00:00
2022-09-03 17:00:00,494.0,0.36,5.74,77.25,5.13,10.36,17.9,2.47,2,2022-09-03,17:00:00
2022-09-03 18:00:00,494.0,0.11,7.03,62.23,4.35,9.39,17.44,2.37,1,2022-09-03,18:00:00
2022-09-03 19:00:00,480.65,0.0,6.68,47.21,3.61,8.7,17.01,2.69,1,2022-09-03,19:00:00
2022-09-03 20:00:00,467.3,0.0,5.91,41.13,3.28,8.33,16.82,2.94,1,2022-09-03,20:00:00
2022-09-03 21:00:00,453.95,0.0,5.23,39.7,3.16,8.02,16.42,2.98,1,2022-09-03,21:00:00
2022-09-03 22:00:00,447.27,0.0,5.14,39.34,3.28,7.9,16.02,3.01,1,2022-09-03,22:00:00
2022-09-03 23:00:00,433.92,0.0,5.1,38.62,3.37,7.36,15.11,2.85,1,2022-09-03,23:00:00
2022-09-04 00:00:00,407.22,0.0,4.67,38.27,3.25,6.43,13.77,2.5,1,2022-09-04,00:00:00
2022-09-04 01:00:00,387.19,0.0,4.03,38.27,3.31,6.25,12.83,2.22,1,2022-09-04,01:00:00
2022-09-04 02:00:00,377.18,0.0,3.64,37.91,3.43,6.25,11.88,2.06,1,2022-09-04,02:00:00
2022-09-04 03:00:00,380.52,0.0,3.51,37.91,3.64,6.29,11.21,1.99,1,2022-09-04,03:00:00
2022-09-04 04:00:00,387.19,0.0,3.6,37.55,4.05,6.62,11.11,1.95,1,2022-09-04,04:00:00
2022-09-04 05:00:00,403.88,0.0,4.03,36.84,4.77,7.36,11.76,2.06,1,2022-09-04,05:00:00
2022-09-04 06:00:00,427.25,0.0,4.76,35.41,5.6,8.42,13.14,2.28,1,2022-09-04,06:00:00
2022-09-04 07:00:00,480.65,0.09,6.43,33.62,6.5,9.97,15.39,2.91,1,2022-09-04,07:00:00
2022-09-04 08:00:00,527.38,0.64,7.2,35.41,6.68,10.41,16.28,3.39,2,2022-09-04,08:00:00
2022-09-04 09:00:00,520.71,0.87,6.43,42.2,6.5,10.07,15.8,3.45,2,2022-09-04,09:00:00
2022-09-04 10:00:00,480.65,0.64,5.65,47.21,6.62,10.3,15.4,3.07,2,2022-09-04,10:00:00
2022-09-04 11:00:00,453.95,0.43,5.4,49.35,6.85,10.29,15.07,2.82,2,2022-09-04,11:00:00
2022-09-04 12:00:00,427.25,0.25,5.31,51.5,6.91,9.96,14.52,2.5,1,2022-09-04,12:00:00
2022-09-04 13:00:00,407.22,0.24,4.8,56.51,6.97,9.86,14.1,2.09,1,2022-09-04,13:00:00
2022-09-04 14:00:00,410.56,0.34,4.46,68.66,7.63,10.77,15.35,2.03,2,2022-09-04,14:00:00
2022-09-04 15:00:00,417.23,0.37,4.24,77.96,7.99,11.55,16.67,2.09,2,2022-09-04,15:00:00
2022-09-04 16:00:00,427.25,0.37,4.54,76.53,7.21,11.39,17.33,2.34,2,2022-09-04,16:00:00
2022-09-04 17:00:00,447.27,0.31,5.91,65.09,6.02,10.69,17.4,2.63,2,2022-09-04,17:00:00
2022-09-04 18:00:00,460.62,0.07,7.11,52.93,4.89,10.19,17.09,2.69,2,2022-09-04,18:00:00
2022-09-04 19:00:00,467.3,0.0,6.94,47.21,4.23,9.72,16.76,2.98,1,2022-09-04,19:00:00
2022-09-04 20:00:00,453.95,0.0,6.08,45.78,3.81,9.4,16.69,3.07,1,2022-09-04,20:00:00
2022-09-04 21:00:00,433.92,0.0,5.23,45.42,3.49,9.11,16.85,2.91,1,2022-09-04,21:00:00
2022-09-04 22:00:00,423.91,0.0,5.01,45.06,3.34,9.08,17.98,2.94,1,2022-09-04,22:00:00
2022-09-04 23:00:00,417.23,0.0,4.88,44.35,3.22,8.71,18.74,2.85,1,2022-09-04,23:00:00
2022-09-05 00:00:00,393.87,0.0,4.41,43.99,3.01,7.92,18.36,2.5,1,2022-09-05,00:00:00
2022-09-05 01:00:00,400.54,0.0,4.37,42.56,3.52,8.04,17.94,2.75,1,2022-09-05,01:00:00
2022-09-05 02:00:00,410.56,0.0,4.41,41.13,4.05,8.42,17.23,2.91,1,2022-09-05,02:00:00
2022-09-05 03:00:00,413.89,0.0,4.54,39.7,4.47,8.8,16.95,3.01,1,2022-09-05,03:00:00
2022-09-05 04:00:00,427.25,0.0,4.88,38.62,4.89,9.3,17.66,3.29,1,2022-09-05,04:00:00
2022-09-05 05:00:00,453.95,0.0,5.44,37.19,5.42,10.0,19.5,3.86,1,2022-09-05,05:00:00
2022-09-05 06:00:00,487.33,0.0,6.43,35.76,6.08,11.14,21.93,4.62,2,2022-09-05,06:00:00
2022-09-05 07:00:00,600.81,0.14,9.42,33.26,7.45,13.96,26.97,6.4,2,2022-09-05,07:00:00
2022-09-05 08:00:00,687.6,1.02,10.54,38.27,8.34,15.32,28.69,7.54,2,2022-09-05,08:00:00
2022-09-05 09:00:00,667.57,1.15,8.83,52.93,8.11,13.76,25.14,7.73,2,2022-09-05,09:00:00
2022-09-05 10:00:00,507.35,0.71,5.83,59.37,5.42,9.39,16.25,5.26,1,2022-09-05,10:00:00
2022-09-05 11:00:00,440.6,0.52,4.8,58.65,4.29,7.29,12.15,4.43,1,2022-09-05,11:00:00
2022-09-05 12:00:00,397.21,0.38,4.28,55.79,3.55,5.64,9.52,3.83,1,2022-09-05,12:00:00
2022-09-05 13:00:00,360.49,0.42,3.43,55.79,2.92,4.89,8.25,3.2,1,2022-09-05,13:00:00
2022-09-05 14:00:00,353.81,0.5,3.17,57.94,2.89,4.94,8.32,3.17,1,2022-09-05,14:00:00
2022-09-05 15:00:00,357.15,0.57,3.13,59.37,2.89,5.12,8.58,3.23,1,2022-09-05,15:00:00
2022-09-05 16:00:00,373.84,0.6,3.68,57.22,3.01,5.45,9.25,3.36,1,2022-09-05,16:00:00
2022-09-05 17:00:00,403.88,0.54,5.31,50.78,3.16,5.83,10.2,3.45,1,2022-09-05,17:00:00
2022-09-05 18:00:00,427.25,0.13,7.03,44.35,3.25,6.24,11.16,3.45,1,2022-09-05,18:00:00
2022-09-05 19:00:00,453.95,0.0,7.2,42.2,3.49,6.99,12.57,3.7,1,2022-09-05,19:00:00
2022-09-05 20:00:00,473.98,0.0,6.85,41.13,3.73,7.68,14.01,4.02,1,2022-09-05,20:00:00
2022-09-05 21:00:00,480.65,0.0,6.43,40.05,3.81,7.98,14.98,4.18,1,2022-09-05,21:00:00
2022-09-05 22:00:00,494.0,0.0,6.43,38.98,3.99,8.23,15.61,4.24,1,2022-09-05,22:00:00
2022-09-05 23:00:00,494.0,0.0,6.43,37.91,3.99,7.9,15.05,4.12,1,2022-09-05,23:00:00
2022-09-06 00:00:00,467.3,0.0,5.83,37.55,3.81,6.89,13.67,3.7,1,2022-09-06,00:00:00
2022-09-06 01:00:00,467.3,0.0,5.57,35.76,3.87,7.03,14.25,3.67,1,2022-09-06,01:00:00
2022-09-06 02:00:00,473.98,0.0,5.83,33.26,3.87,7.67,15.05,3.7,1,2022-09-06,02:00:00
2022-09-06 03:00:00,480.65,0.0,6.25,31.83,4.05,8.21,15.4,3.86,1,2022-09-06,03:00:00
2022-09-06 04:00:00,500.68,0.0,6.68,30.4,4.35,8.69,16.19,4.37,1,2022-09-06,04:00:00
2022-09-06 05:00:00,520.71,0.0,6.85,30.04,4.95,8.92,17.17,5.07,1,2022-09-06,05:00:00
2022-09-06 06:00:00,560.76,0.0,7.45,30.04,5.78,9.42,18.51,6.08,1,2022-09-06,06:00:00
2022-09-06 07:00:00,634.19,0.09,9.77,29.68,6.79,10.88,21.0,7.54,2,2022-09-06,07:00:00
2022-09-06 08:00:00,687.6,0.72,10.97,32.54,6.85,11.71,21.64,7.6,2,2022-09-06,08:00:00
2022-09-06 09:00:00,634.19,0.95,9.0,42.92,6.08,10.59,19.2,6.78,2,2022-09-06,09:00:00
2022-09-06 10:00:00,514.03,0.73,5.91,52.21,4.47,8.29,14.66,5.32,1,2022-09-06,10:00:00
2022-09-06 11:00:00,473.98,0.65,4.54,58.65,3.99,7.33,13.02,4.81,1,2022-09-06,11:00:00
2022-09-06 12:00:00,460.62,0.6,3.77,62.23,3.67,6.8,12.13,4.37,1,2022-09-06,12:00:00
2022-09-06 13:00:00,447.27,0.57,3.26,62.23,3.25,6.45,11.28,3.77,1,2022-09-06,13:00:00
2022-09-06 14:00:00,447.27,0.6,3.3,60.8,3.16,6.65,11.43,3.64,1,2022-09-06,14:00:00
2022-09-06 15:00:00,440.6,0.65,3.38,57.22,3.1,6.87,11.65,3.61,1,2022-09-06,15:00:00
2022-09-06 16:00:00,460.62,0.76,4.24,52.93,3.31,7.5,12.61,3.77,1,2022-09-06,16:00:00
2022-09-06 17:00:00,500.68,0.85,6.43,44.35,3.64,8.23,13.86,3.99,1,2022-09-06,17:00:00
2022-09-06 18:00:00,534.06,0.28,9.25,34.69,3.78,8.81,14.78,4.05,1,2022-09-06,18:00:00
2022-09-06 19:00:00,580.79,0.01,10.88,30.4,4.35,10.91,18.49,4.88,2,2022-09-06,19:00:00
2022-09-06 20:00:00,634.19,0.01,11.48,29.33,4.95,13.58,22.98,5.57,2,2022-09-06,20:00:00
2022-09-06 21:00:00,647.54,0.01,10.88,29.33,5.07,15.03,25.83,5.83,2,2022-09-06,21:00:00
2022-09-06 22:00:00,660.9,0.01,10.71,28.97,5.3,15.99,27.5,6.02,2,2022-09-06,22:00:00
2022-09-06 23:00:00,640.87,0.01,10.02,29.33,5.25,14.79,25.83,5.64,2,2022-09-06,23:00:00
2022-09-07 00:00:00,567.44,0.0,8.23,30.76,4.71,11.6,21.5,4.75,2,2022-09-07,00:00:00
2022-09-07 01:00:00,500.68,0.0,6.25,33.26,4.17,9.28,18.35,4.12,1,2022-09-07,01:00:00
2022-09-07 02:00:00,480.65,0.0,5.83,32.9,3.93,8.6,17.17,3.93,1,2022-09-07,02:00:00
2022-09-07 03:00:00,487.33,0.0,5.91,31.47,3.99,8.42,17.0,4.05,1,2022-09-07,03:00:00
2022-09-07 04:00:00,507.35,0.0,6.08,30.04,4.23,8.36,18.32,4.5,1,2022-09-07,04:00:00
2022-09-07 05:00:00,534.06,0.0,6.25,28.97,4.65,8.36,19.85,5.0,1,2022-09-07,05:00:00
2022-09-07 06:00:00,574.11,0.01,6.94,27.54,5.42,9.15,21.73,5.64,2,2022-09-07,06:00:00
2022-09-07 07:00:00,680.92,0.12,10.28,24.32,7.51,12.45,24.98,6.65,2,2022-09-07,07:00:00
2022-09-07 08:00:00,761.03,1.29,12.34,27.18,10.13,15.54,27.59,7.16,2,2022-09-07,08:00:00
2022-09-07 09:00:00,720.98,1.7,10.62,45.42,11.68,16.08,27.17,6.78,2,2022-09-07,09:00:00
2022-09-07 10:00:00,594.14,1.02,7.03,65.8,10.25,14.64,23.11,5.0,2,2022-09-07,10:00:00
2022-09-07 11:00:00,560.76,0.68,5.65,76.53,9.54,14.58,22.11,4.62,2,2022-09-07,11:00:00
2022-09-07 12:00:00,527.38,0.53,5.06,80.11,8.94,14.43,21.68,4.31,2,2022-09-07,12:00:00
2022-09-07 13:00:00,480.65,0.47,4.5,79.39,7.87,13.95,21.14,3.51,2,2022-09-07,13:00:00
2022-09-07 14:00:00,447.27,0.49,4.16,80.82,7.03,13.13,20.13,3.17,2,2022-09-07,14:00:00
2022-09-07 15:00:00,427.25,0.5,4.03,82.25,6.14,12.01,18.66,2.98,2,2022-09-07,15:00:00
2022-09-07 16:00:00,420.57,0.45,4.46,76.53,5.25,11.22,18.17,2.85,2,2022-09-07,16:00:00
2022-09-07 17:00:00,440.6,0.32,5.91,60.8,4.53,10.64,18.15,2.98,2,2022-09-07,17:00:00
2022-09-07 18:00:00,460.62,0.05,7.03,47.21,3.93,9.91,17.91,3.17,1,2022-09-07,18:00:00
2022-09-07 19:00:00,480.65,0.0,6.94,40.41,3.78,9.27,17.93,3.61,1,2022-09-07,19:00:00
2022-09-07 20:00:00,500.68,0.0,6.68,37.91,3.87,8.89,17.98,3.99,1,2022-09-07,20:00:00
2022-09-07 21:00:00,500.68,0.0,6.25,37.19,3.87,8.84,18.47,3.99,1,2022-09-07,21:00:00
2022-09-07 22:00:00,527.38,0.0,6.85,35.76,4.41,9.99,20.74,4.43,2,2022-09-07,22:00:00
2022-09-07 23:00:00,554.08,0.0,7.8,33.26,5.19,11.1,22.94,4.5,2,2022-09-07,23:00:00
2022-09-08 00:00:00,527.38,0.0,8.14,30.4,6.08,11.32,23.51,3.93,2,2022-09-08,00:00:00
2022-09-08 01:00:00,500.68,0.01,8.48,27.54,7.99,13.27,26.07,3.36,2,2022-09-08,01:00:00
2022-09-08 02:00:00,494.0,0.01,9.51,24.68,10.73,16.02,29.37,3.07,2,2022-09-08,02:00:00
2022-09-08 03:00:00,514.03,0.02,10.62,22.17,12.76,17.71,31.84,3.29,2,2022-09-08,03:00:00
2022-09-08 04:00:00,540.73,0.02,11.31,20.03,13.11,18.37,33.43,3.83,2,2022-09-08,04:00:00
2022-09-08 05:00:00,574.11,0.04,11.48,17.88,11.92,18.14,34.11,4.5,2,2022-09-08,05:00:00
2022-09-08 06:00:00,627.52,0.1,12.17,15.2,10.37,19.2,36.48,5.51,3,2022-09-08,06:00:00
2022-09-08 07:00:00,814.44,0.82,15.94,10.19,10.37,23.64,42.68,7.47,3,2022-09-08,07:00:00
2022-09-08 08:00:00,961.3,3.19,16.45,15.02,10.85,25.09,44.13,8.61,4,2022-09-08,08:00:00
2022-09-08 09:00:00,881.2,2.54,13.19,38.98,10.61,21.57,38.53,8.99,3,2022-09-08,09:00:00
2022-09-08 10:00:00,580.79,1.12,6.85,53.64,8.34,14.07,23.09,5.07,2,2022-09-08,10:00:00
2022-09-08 11:00:00,520.71,0.78,6.0,57.22,8.58,13.24,20.23,4.18,2,2022-09-08,11:00:00
2022-09-08 12:00:00,487.33,0.52,5.65,61.51,9.54,13.43,19.44,3.48,2,2022-09-08,12:00:00
2022-09-08 13:00:00,447.27,0.41,5.01,65.8,9.78,13.02,18.31,2.66,2,2022-09-08,13:00:00
2022-09-08 14:00:00,433.92,0.43,4.54,75.1,9.89,12.46,17.6,2.37,2,2022-09-08,14:00:00
2022-09-08 15:00:00,427.25,0.41,4.28,84.4,9.54,11.91,17.72,2.15,2,2022-09-08,15:00:00
2022-09-08 16:00:00,453.95,0.43,4.54,81.54,7.75,10.57,18.4,2.41,2,2022-09-08,16:00:00
2022-09-08 17:00:00,494.0,0.47,5.83,65.8,5.6,9.32,18.95,2.88,1,2022-09-08,17:00:00
2022-09-08 18:00:00,520.71,0.15,7.54,50.78,4.53,8.89,19.06,3.17,1,2022-09-08,18:00:00
2022-09-08 19:00:00,514.03,0.0,7.63,44.35,4.29,8.86,19.42,3.58,1,2022-09-08,19:00:00
2022-09-08 20:00:00,494.0,0.0,6.94,42.92,4.41,9.23,20.23,3.74,2,2022-09-08,20:00:00
2022-09-08 21:00:00,460.62,0.0,6.6,41.84,5.07,9.68,20.85,3.55,2,2022-09-08,21:00:00
2022-09-08 22:00:00,467.3,0.0,7.37,38.27,6.68,10.99,22.51,3.64,2,2022-09-08,22:00:00
2022-09-08 23:00:00,480.65,0.0,8.57,33.97,8.7,12.15,24.49,3.7,2,2022-09-08,23:00:00
2022-09-09 00:00:00,460.62,0.0,9.25,30.76,10.49,12.6,25.67,3.32,2,2022-09-09,00:00:00
2022-09-09 01:00:00,447.27,0.0,9.51,28.25,12.76,14.02,28.04,3.04,2,2022-09-09,01:00:00
2022-09-09 02:00:00,433.92,0.0,9.34,26.82,14.07,15.33,29.39,2.85,2,2022-09-09,02:00:00
2022-09-09 03:00:00,440.6,0.0,9.0,26.46,13.95,15.46,29.15,2.91,2,2022-09-09,03:00:00
2022-09-09 04:00:00,453.95,0.0,8.83,25.75,13.47,15.18,28.81,3.23,2,2022-09-09,04:00:00
2022-09-09 05:00:00,480.65,0.01,9.08,24.32,12.99,15.2,29.56,3.7,2,2022-09-09,05:00:00
2022-09-09 06:00:00,520.71,0.02,9.77,22.35,12.28,15.43,30.69,4.18,2,2022-09-09,06:00:00
2022-09-09 07:00:00,634.19,0.2,12.85,18.95,12.52,17.62,34.95,5.76,2,2022-09-09,07:00:00
2022-09-09 08:00:00,707.63,0.94,14.39,18.6,12.64,18.06,36.71,6.84,3,2022-09-09,08:00:00
2022-09-09 09:00:00,660.9,0.99,12.68,23.25,12.16,16.27,33.94,7.09,2,2022-09-09,09:00:00
2022-09-09 10:00:00,494.0,0.87,8.23,36.12,10.61,12.8,23.31,4.12,2,2022-09-09,10:00:00
2022-09-09 11:00:00,453.95,0.85,6.17,50.78,10.25,11.4,19.18,3.64,2,2022-09-09,11:00:00
2022-09-09 12:00:00,433.92,0.71,4.71,63.66,9.78,10.37,17.07,3.39,2,2022-09-09,12:00:00
2022-09-09 13:00:00,407.22,0.61,3.86,71.53,9.66,9.88,16.12,2.72,1,2022-09-09,13:00:00
2022-09-09 14:00:00,397.21,0.57,3.86,74.39,10.85,9.85,16.79,2.41,1,2022-09-09,14:00:00
2022-09-09 15:00:00,393.87,0.49,3.68,73.67,10.37,8.66,16.36,2.28,1,2022-09-09,15:00:00
2022-09-09 16:00:00,403.88,0.41,4.07,66.52,7.99,7.94,17.24,2.37,1,2022-09-09,16:00:00
2022-09-09 17:00:00,433.92,0.27,5.57,56.51,6.2,8.0,18.47,2.56,1,2022-09-09,17:00:00
2022-09-09 18:00:00,460.62,0.04,6.68,47.92,5.01,8.09,19.32,2.66,1,2022-09-09,18:00:00
2022-09-09 19:00:00,473.98,0.0,6.34,43.99,4.35,7.98,19.37,2.98,1,2022-09-09,19:00:00
2022-09-09 20:00:00,467.3,0.0,5.74,41.84,4.17,7.95,19.51,3.1,1,2022-09-09,20:00:00
2022-09-09 21:00:00,453.95,0.0,5.23,40.05,4.23,7.88,19.45,2.98,1,2022-09-09,21:00:00
2022-09-09 22:00:00,453.95,0.0,5.4,37.91,4.65,8.12,19.81,3.01,1,2022-09-09,22:00:00
2022-09-09 23:00:00,440.6,0.0,5.65,36.12,5.3,8.07,19.68,2.79,1,2022-09-09,23:00:00
2022-09-10 00:00:00,413.89,0.0,5.57,35.05,6.38,7.88,18.76,2.34,1,2022-09-10,00:00:00
2022-09-10 01:00:00,387.19,0.0,5.23,33.97,7.57,8.42,18.84,1.82,1,2022-09-10,01:00:00
2022-09-10 02:00:00,387.19,0.0,5.4,32.19,7.99,9.03,19.25,1.82,1,2022-09-10,02:00:00
2022-09-10 03:00:00,400.54,0.0,5.65,30.76,7.87,9.25,18.96,2.06,1,2022-09-10,03:00:00
2022-09-10 04:00:00,413.89,0.0,6.0,29.68,7.75,9.5,18.8,2.37,1,2022-09-10,04:00:00
2022-09-10 05:00:00,427.25,0.0,6.34,28.61,7.87,9.92,19.46,2.63,1,2022-09-10,05:00:00
2022-09-10 06:00:00,453.95,0.01,7.11,26.82,8.11,10.76,21.18,2.94,2,2022-09-10,06:00:00
2022-09-10 07:00:00,547.41,0.08,9.77,23.96,8.82,13.03,24.43,3.93,2,2022-09-10,07:00:00
2022-09-10 08:00:00,614.17,0.55,11.31,24.32,9.06,13.75,25.94,4.75,2,2022-09-10,08:00:00
2022-09-10 09:00:00,580.79,0.79,9.42,31.11,9.06,12.61,24.52,5.07,2,2022-09-10,09:00:00
2022-09-10 10:00:00,453.95,0.58,5.74,42.2,7.57,9.4,16.77,3.07,1,2022-09-10,10:00:00
