Datetime,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Date,Time
2022-10-24 20:00:00,514.03,0.0,6.68,47.21,5.9,10.58,17.71,3.45,2,2022-10-24,20:00:00
2022-10-24 21:00:00,507.35,0.0,6.0,41.13,5.19,10.19,17.46,3.48,2,2022-10-24,21:00:00
2022-10-24 22:00:00,514.03,0.0,6.08,37.91,5.25,10.16,17.6,3.64,2,2022-10-24,22:00:00
2022-10-24 23:00:00,520.71,0.0,6.68,34.69,5.78,10.39,18.13,3.77,2,2022-10-24,23:00:00
2022-10-25 00:00:00,514.03,0.0,6.94,32.19,6.44,10.33,18.19,3.58,2,2022-10-25,00:00:00
2022-10-25 01:00:00,540.73,0.01,8.65,26.82,7.03,12.77,21.69,3.36,2,2022-10-25,01:00:00
2022-10-25 02:00:00,574.11,0.03,10.8,20.38,7.51,16.43,26.96,3.26,2,2022-10-25,02:00:00
2022-10-25 03:00:00,614.17,0.09,12.68,14.84,8.34,20.68,32.72,3.55,3,2022-10-25,03:00:00
2022-10-25 04:00:00,654.22,0.26,14.22,9.66,8.94,25.57,40.32,4.12,4,2022-10-25,04:00:00
2022-10-25 05:00:00,687.6,0.56,14.57,5.81,8.94,28.73,46.51,4.69,4,2022-10-25,05:00:00
2022-10-25 06:00:00,700.95,0.74,13.88,4.92,8.46,27.66,47.34,5.76,4,2022-10-25,06:00:00
2022-10-25 07:00:00,761.03,0.54,13.88,9.21,9.18,23.42,44.04,8.23,3,2022-10-25,07:00:00
2022-10-25 08:00:00,867.84,1.42,15.08,13.77,10.13,22.95,45.9,10.64,3,2022-10-25,08:00:00
2022-10-25 09:00:00,921.25,1.4,14.74,30.04,11.09,22.27,47.07,12.92,3,2022-10-25,09:00:00
2022-10-25 10:00:00,700.95,0.65,11.14,42.92,8.94,18.05,32.37,7.79,2,2022-10-25,10:00:00
2022-10-25 11:00:00,694.27,0.5,10.8,46.49,8.58,16.6,27.92,7.47,2,2022-10-25,11:00:00
2022-10-25 12:00:00,687.6,0.37,10.37,51.5,8.34,16.57,26.19,7.09,2,2022-10-25,12:00:00
2022-10-25 13:00:00,627.52,0.24,8.91,52.21,7.87,15.91,23.03,5.57,2,2022-10-25,13:00:00
2022-10-25 14:00:00,567.44,0.14,8.74,52.21,8.7,16.07,21.86,4.43,2,2022-10-25,14:00:00
2022-10-25 15:00:00,520.71,0.08,8.48,52.93,9.54,14.9,19.88,3.39,2,2022-10-25,15:00:00
2022-10-25 16:00:00,514.03,0.06,8.57,49.35,8.58,11.73,16.16,3.29,2,2022-10-25,16:00:00
2022-10-25 17:00:00,547.41,0.03,9.77,40.05,6.79,8.75,12.93,3.96,1,2022-10-25,17:00:00
2022-10-25 18:00:00,587.46,0.01,10.62,32.19,5.48,7.36,11.64,4.37,1,2022-10-25,18:00:00
2022-10-25 19:00:00,600.81,0.01,10.45,28.25,4.95,7.27,12.33,5.07,1,2022-10-25,19:00:00
2022-10-25 20:00:00,607.49,0.01,9.68,26.82,4.77,7.64,13.34,5.51,1,2022-10-25,20:00:00
2022-10-25 21:00:00,600.81,0.01,8.65,26.82,4.65,7.79,13.95,5.51,1,2022-10-25,21:00:00
2022-10-25 22:00:00,587.46,0.01,8.14,27.18,4.59,7.72,13.58,5.38,1,2022-10-25,22:00:00
2022-10-25 23:00:00,574.11,0.0,8.05,27.18,4.53,7.22,12.72,5.13,1,2022-10-25,23:00:00
2022-10-26 00:00:00,540.73,0.0,7.45,27.54,4.29,6.06,11.23,4.62,1,2022-10-26,00:00:00
2022-10-26 01:00:00,600.81,0.03,10.2,21.82,4.29,8.08,14.62,4.24,1,2022-10-26,01:00:00
2022-10-26 02:00:00,727.65,0.22,16.28,12.87,5.07,12.86,21.76,4.81,2,2022-10-26,02:00:00
2022-10-26 03:00:00,854.49,1.03,22.62,5.5,6.08,17.97,29.67,5.89,2,2022-10-26,03:00:00
2022-10-26 04:00:00,947.95,3.3,25.7,1.42,6.56,21.5,36.45,6.71,3,2022-10-26,04:00:00
2022-10-26 05:00:00,1014.71,6.71,26.05,0.29,6.85,24.06,42.5,7.09,3,2022-10-26,05:00:00
2022-10-26 06:00:00,1121.52,11.4,25.02,0.06,7.39,27.97,50.18,7.92,4,2022-10-26,06:00:00
2022-10-26 07:00:00,1335.14,16.99,23.31,0.13,8.58,34.67,59.96,9.5,4,2022-10-26,07:00:00
2022-10-26 08:00:00,1588.82,22.58,22.28,0.64,9.54,38.91,63.94,9.63,4,2022-10-26,08:00:00
2022-10-26 09:00:00,1562.12,16.54,26.05,3.98,9.89,34.99,57.18,9.63,4,2022-10-26,09:00:00
2022-10-26 10:00:00,774.38,1.37,12.0,36.48,6.79,10.35,21.42,7.54,2,2022-10-26,10:00:00
2022-10-26 11:00:00,594.14,0.75,6.08,52.93,4.65,6.17,13.79,5.51,1,2022-10-26,11:00:00
2022-10-26 12:00:00,507.35,0.59,3.77,57.94,3.55,4.44,10.29,4.37,1,2022-10-26,12:00:00
2022-10-26 13:00:00,487.33,0.57,3.21,55.79,3.13,3.9,8.55,3.89,1,2022-10-26,13:00:00
2022-10-26 14:00:00,487.33,0.57,3.51,50.07,3.13,3.91,8.27,3.89,1,2022-10-26,14:00:00
2022-10-26 15:00:00,487.33,0.61,3.68,43.63,3.04,3.77,7.95,3.77,1,2022-10-26,15:00:00
2022-10-26 16:00:00,507.35,0.78,4.24,42.2,3.25,4.05,8.45,4.12,1,2022-10-26,16:00:00
2022-10-26 17:00:00,554.08,0.79,6.68,33.97,3.73,4.52,9.49,4.69,1,2022-10-26,17:00:00
2022-10-26 18:00:00,594.14,0.18,9.94,23.25,4.17,5.06,10.48,5.13,1,2022-10-26,18:00:00
2022-10-26 19:00:00,801.09,0.74,17.48,11.0,5.13,10.91,18.94,6.4,2,2022-10-26,19:00:00
2022-10-26 20:00:00,1041.41,3.27,21.93,2.82,6.32,20.29,31.82,7.92,3,2022-10-26,20:00:00
2022-10-26 21:00:00,1161.58,5.81,21.76,0.97,7.03,27.09,40.6,8.61,4,2022-10-26,21:00:00
2022-10-26 22:00:00,1308.44,9.83,21.08,0.33,7.63,35.43,51.73,9.37,4,2022-10-26,22:00:00
2022-10-26 23:00:00,1441.96,14.75,20.39,0.08,7.75,41.01,59.64,9.25,4,2022-10-26,23:00:00
2022-10-27 00:00:00,1321.79,15.87,19.71,0.06,6.32,34.47,51.48,7.22,4,2022-10-27,00:00:00
2022-10-27 01:00:00,1295.09,18.78,19.71,0.02,6.91,33.32,50.82,8.87,4,2022-10-27,01:00:00
2022-10-27 02:00:00,1441.96,26.38,20.56,0.0,9.89,41.82,63.05,14.57,4,2022-10-27,02:00:00
2022-10-27 03:00:00,1668.93,40.68,21.42,0.0,13.71,55.27,82.09,21.53,5,2022-10-27,03:00:00
2022-10-27 04:00:00,1976.01,61.69,21.93,0.0,17.88,73.51,107.3,29.13,5,2022-10-27,04:00:00
2022-10-27 05:00:00,2296.45,82.25,22.96,0.0,22.17,92.3,131.67,36.98,5,2022-10-27,05:00:00
2022-10-27 06:00:00,2670.29,101.03,24.33,0.0,26.7,113.74,158.22,45.09,5,2022-10-27,06:00:00
2022-10-27 07:00:00,3311.16,118.02,28.1,0.22,33.38,137.01,188.02,56.74,5,2022-10-27,07:00:00
2022-10-27 08:00:00,4325.87,123.38,56.21,2.24,39.58,168.57,226.13,66.88,5,2022-10-27,08:00:00
2022-10-27 09:00:00,5020.14,73.31,126.12,15.91,34.81,199.83,256.5,51.68,5,2022-10-27,09:00:00
2022-10-27 10:00:00,1054.76,1.37,16.79,80.82,10.61,20.22,35.39,14.31,3,2022-10-27,10:00:00
2022-10-27 11:00:00,734.33,0.64,7.8,75.1,6.79,10.81,20.97,9.25,2,2022-10-27,11:00:00
2022-10-27 12:00:00,614.17,0.62,5.31,67.23,5.3,7.45,15.36,7.03,1,2022-10-27,12:00:00
2022-10-27 13:00:00,567.44,0.54,4.88,57.22,4.59,5.89,12.0,6.02,1,2022-10-27,13:00:00
2022-10-27 14:00:00,547.41,0.59,5.23,43.99,4.17,5.12,10.47,5.45,1,2022-10-27,14:00:00
2022-10-27 15:00:00,534.06,0.55,5.27,35.05,3.76,4.5,9.4,4.81,1,2022-10-27,15:00:00
2022-10-27 16:00:00,540.73,0.64,5.91,30.76,3.73,4.51,9.14,4.69,1,2022-10-27,16:00:00
2022-10-27 17:00:00,587.46,0.73,8.05,27.54,4.11,5.09,10.03,5.07,1,2022-10-27,17:00:00
2022-10-27 18:00:00,620.84,0.16,10.62,20.92,4.29,5.73,11.11,5.19,1,2022-10-27,18:00:00
2022-10-27 19:00:00,634.19,0.06,10.62,18.24,4.47,6.65,12.46,5.45,1,2022-10-27,19:00:00
2022-10-27 20:00:00,627.52,0.05,9.42,18.24,4.41,7.34,13.44,5.45,1,2022-10-27,20:00:00
2022-10-27 21:00:00,600.81,0.04,7.97,18.95,4.17,7.44,13.65,5.13,1,2022-10-27,21:00:00
2022-10-27 22:00:00,587.46,0.04,7.28,19.31,4.05,7.65,13.96,4.88,1,2022-10-27,22:00:00
2022-10-27 23:00:00,580.79,0.04,7.28,18.95,4.05,7.75,14.36,4.75,1,2022-10-27,23:00:00
2022-10-28 00:00:00,547.41,0.03,6.77,19.13,3.81,6.7,13.27,4.18,1,2022-10-28,00:00:00
2022-10-28 01:00:00,547.41,0.05,6.94,16.99,3.58,6.99,14.53,3.74,1,2022-10-28,01:00:00
2022-10-28 02:00:00,554.08,0.12,7.63,13.59,3.37,7.85,16.3,3.58,1,2022-10-28,02:00:00
2022-10-28 03:00:00,560.76,0.21,8.05,11.09,3.49,8.59,17.55,3.8,1,2022-10-28,03:00:00
2022-10-28 04:00:00,587.46,0.36,8.74,8.58,3.87,9.67,20.22,4.31,2,2022-10-28,04:00:00
2022-10-28 05:00:00,627.52,0.66,9.25,5.81,4.47,10.64,23.09,4.94,2,2022-10-28,05:00:00
2022-10-28 06:00:00,694.27,1.69,9.68,2.64,5.25,12.48,28.23,5.76,2,2022-10-28,06:00:00
2022-10-28 07:00:00,907.9,6.43,10.11,0.61,7.51,19.75,39.21,7.54,3,2022-10-28,07:00:00
2022-10-28 08:00:00,1174.93,10.95,13.37,2.82,10.37,28.45,50.56,8.99,4,2022-10-28,08:00:00
2022-10-28 09:00:00,1188.28,5.59,19.54,20.38,12.99,32.75,55.48,10.77,4,2022-10-28,09:00:00
2022-10-28 10:00:00,694.27,1.3,10.11,45.78,9.66,19.01,30.21,6.52,2,2022-10-28,10:00:00
2022-10-28 11:00:00,614.17,0.73,7.71,59.37,8.82,18.08,26.84,5.83,2,2022-10-28,11:00:00
2022-10-28 12:00:00,587.46,0.5,6.77,70.1,8.7,18.32,26.11,5.57,2,2022-10-28,12:00:00
2022-10-28 13:00:00,540.73,0.42,5.65,74.39,7.75,16.53,22.95,4.62,2,2022-10-28,13:00:00
2022-10-28 14:00:00,500.68,0.45,4.97,71.53,6.44,13.09,18.39,4.05,2,2022-10-28,14:00:00
2022-10-28 15:00:00,473.98,0.53,4.58,59.37,5.07,8.71,13.05,3.83,1,2022-10-28,15:00:00
2022-10-28 16:00:00,467.3,0.56,4.8,42.56,3.93,5.81,9.91,3.77,1,2022-10-28,16:00:00
2022-10-28 17:00:00,500.68,0.38,6.43,29.33,3.67,4.95,9.37,3.99,1,2022-10-28,17:00:00
2022-10-28 18:00:00,534.06,0.06,7.8,22.89,3.67,5.26,10.21,4.24,1,2022-10-28,18:00:00
2022-10-28 19:00:00,574.11,0.04,8.23,20.21,3.99,6.51,12.23,4.88,1,2022-10-28,19:00:00
2022-10-28 20:00:00,607.49,0.06,8.31,18.42,4.35,7.98,14.78,5.38,1,2022-10-28,20:00:00
2022-10-28 21:00:00,620.84,0.07,7.97,17.17,4.35,8.72,16.3,5.38,1,2022-10-28,21:00:00
2022-10-28 22:00:00,674.25,0.14,9.25,14.13,4.71,10.85,19.89,5.83,2,2022-10-28,22:00:00
2022-10-28 23:00:00,720.98,0.3,10.8,10.82,4.71,12.23,22.34,5.51,2,2022-10-28,23:00:00
2022-10-29 00:00:00,680.92,0.31,10.2,9.75,3.99,10.05,19.72,4.12,2,2022-10-29,00:00:00
2022-10-29 01:00:00,580.79,0.16,7.63,11.27,3.04,7.5,15.92,3.04,1,2022-10-29,01:00:00
2022-10-29 02:00:00,520.71,0.09,6.0,12.7,2.71,6.5,13.64,2.72,1,2022-10-29,02:00:00
2022-10-29 03:00:00,507.35,0.07,5.57,13.05,3.13,6.93,13.51,2.88,1,2022-10-29,03:00:00
2022-10-29 04:00:00,514.03,0.07,5.83,12.87,3.99,7.87,14.42,3.17,1,2022-10-29,04:00:00
2022-10-29 05:00:00,534.06,0.12,6.94,10.46,5.36,10.31,17.8,3.45,2,2022-10-29,05:00:00
2022-10-29 06:00:00,567.44,0.36,8.91,6.53,7.15,14.92,24.15,3.83,2,2022-10-29,06:00:00
2022-10-29 07:00:00,660.9,1.69,10.54,4.34,8.94,19.67,30.58,4.88,2,2022-10-29,07:00:00
2022-10-29 08:00:00,741.0,2.88,10.88,15.38,10.25,22.03,34.37,5.89,3,2022-10-29,08:00:00
2022-10-29 09:00:00,754.36,1.55,9.68,47.21,11.32,23.1,35.97,6.65,3,2022-10-29,09:00:00
2022-10-29 10:00:00,594.14,0.85,6.08,65.8,10.85,21.78,29.87,3.42,3,2022-10-29,10:00:00
2022-10-29 11:00:00,560.76,0.55,4.88,77.25,10.25,19.51,26.08,3.32,2,2022-10-29,11:00:00
2022-10-29 12:00:00,540.73,0.41,4.33,79.39,9.3,16.47,21.96,3.42,2,2022-10-29,12:00:00
2022-10-29 13:00:00,514.03,0.39,3.86,73.67,7.63,12.63,17.01,3.01,2,2022-10-29,13:00:00
2022-10-29 14:00:00,500.68,0.42,3.64,71.53,6.38,10.15,14.22,2.91,2,2022-10-29,14:00:00
2022-10-29 15:00:00,494.0,0.44,3.68,69.38,5.36,8.33,12.26,3.01,1,2022-10-29,15:00:00
2022-10-29 16:00:00,507.35,0.43,4.5,63.66,4.83,7.16,11.25,3.32,1,2022-10-29,16:00:00
2022-10-29 17:00:00,534.06,0.25,6.51,52.21,4.53,6.38,10.67,3.58,1,2022-10-29,17:00:00
2022-10-29 18:00:00,547.41,0.02,7.88,41.84,4.05,6.0,10.33,3.55,1,2022-10-29,18:00:00
2022-10-29 19:00:00,560.76,0.0,8.05,34.33,3.93,6.34,11.16,3.89,1,2022-10-29,19:00:00
2022-10-29 20:00:00,560.76,0.0,7.37,28.25,3.81,6.77,12.04,4.12,1,2022-10-29,20:00:00
2022-10-29 21:00:00,547.41,0.01,6.6,23.6,3.64,6.82,12.27,4.05,1,2022-10-29,21:00:00
2022-10-29 22:00:00,634.19,0.1,9.42,16.45,3.99,10.22,17.23,4.56,2,2022-10-29,22:00:00
2022-10-29 23:00:00,741.0,0.44,12.68,9.48,4.23,14.0,22.83,4.62,2,2022-10-29,23:00:00
2022-10-30 00:00:00,734.33,0.74,13.02,6.35,3.7,13.06,22.14,3.7,2,2022-10-30,00:00:00
2022-10-30 01:00:00,674.25,0.75,11.31,5.68,3.22,11.42,20.76,3.36,2,2022-10-30,01:00:00
2022-10-30 02:00:00,634.19,0.84,10.37,4.92,3.16,11.21,20.9,3.45,2,2022-10-30,02:00:00
2022-10-30 03:00:00,647.54,1.36,10.54,3.08,3.43,12.37,22.94,3.77,2,2022-10-30,03:00:00
2022-10-30 04:00:00,674.25,3.13,10.37,0.97,3.78,14.58,26.81,4.12,2,2022-10-30,04:00:00
2022-10-30 05:00:00,714.3,6.59,9.17,0.15,4.17,17.55,31.56,4.56,2,2022-10-30,05:00:00
2022-10-30 06:00:00,794.41,11.18,8.23,0.02,4.83,21.98,38.18,5.51,3,2022-10-30,06:00:00
2022-10-30 07:00:00,1121.52,20.12,9.34,0.6,6.97,34.38,55.03,7.79,4,2022-10-30,07:00:00
2022-10-30 08:00:00,1548.77,21.46,22.96,9.57,8.94,49.41,74.1,8.61,4,2022-10-30,08:00:00
2022-10-30 09:00:00,1628.88,7.04,31.19,66.52,10.49,58.27,83.87,10.01,5,2022-10-30,09:00:00
2022-10-30 10:00:00,774.38,0.66,6.08,91.55,7.51,19.92,32.05,7.66,2,2022-10-30,10:00:00
2022-10-30 11:00:00,667.57,0.44,4.46,88.69,6.08,14.77,23.97,6.84,2,2022-10-30,11:00:00
2022-10-30 12:00:00,627.52,0.38,4.41,80.82,5.42,12.05,20.06,6.59,2,2022-10-30,12:00:00
2022-10-30 13:00:00,574.11,0.41,3.98,67.23,4.29,9.47,17.67,5.7,1,2022-10-30,13:00:00
2022-10-30 14:00:00,527.38,0.48,3.38,59.37,3.58,7.66,15.6,4.88,1,2022-10-30,14:00:00
2022-10-30 15:00:00,487.33,0.54,3.04,51.5,2.98,6.16,13.32,3.99,1,2022-10-30,15:00:00
2022-10-30 16:00:00,473.98,0.64,3.56,41.48,2.86,5.33,11.27,3.74,1,2022-10-30,16:00:00
2022-10-30 17:00:00,487.33,0.57,5.48,28.97,3.1,5.15,10.04,3.89,1,2022-10-30,17:00:00
2022-10-30 18:00:00,507.35,0.1,7.63,18.78,3.16,5.28,9.94,3.89,1,2022-10-30,18:00:00
2022-10-30 19:00:00,514.03,0.05,7.63,17.17,3.16,5.73,10.49,3.89,1,2022-10-30,19:00:00
2022-10-30 20:00:00,514.03,0.04,7.28,17.88,3.28,6.2,11.06,4.05,1,2022-10-30,20:00:00
2022-10-30 21:00:00,520.71,0.03,6.94,18.24,3.34,6.45,11.44,4.12,1,2022-10-30,21:00:00
2022-10-30 22:00:00,667.57,0.34,12.17,11.62,4.11,11.82,19.18,5.07,2,2022-10-30,22:00:00
2022-10-30 23:00:00,821.11,1.66,17.14,4.11,4.53,17.37,26.92,5.32,2,2022-10-30,23:00:00
2022-10-31 00:00:00,814.44,3.05,17.65,1.68,3.93,15.92,25.15,4.18,2,2022-10-31,00:00:00
2022-10-31 01:00:00,841.14,5.03,17.31,0.78,4.17,16.87,27.15,4.62,2,2022-10-31,01:00:00
2022-10-31 02:00:00,907.9,7.71,16.62,0.3,4.77,20.39,33.03,5.51,3,2022-10-31,02:00:00
2022-10-31 03:00:00,961.3,10.51,15.94,0.12,5.48,24.28,39.38,6.71,3,2022-10-31,03:00:00
2022-10-31 04:00:00,1068.12,14.53,15.42,0.04,6.44,29.59,47.85,8.36,4,2022-10-31,04:00:00
2022-10-31 05:00:00,1188.28,19.67,15.08,0.01,7.33,36.2,58.57,9.75,4,2022-10-31,05:00:00
2022-10-31 06:00:00,1401.9,27.49,14.74,0.0,8.7,45.64,72.82,12.03,4,2022-10-31,06:00:00
2022-10-31 07:00:00,2002.72,43.81,16.45,0.56,11.44,70.62,105.39,14.95,5,2022-10-31,07:00:00
2022-10-31 08:00:00,2857.21,48.28,40.78,8.58,12.52,103.85,143.67,13.3,5,2022-10-31,08:00:00
2022-10-31 09:00:00,3150.94,19.67,71.97,62.23,12.04,126.96,163.28,14.06,5,2022-10-31,09:00:00
2022-10-31 10:00:00,720.98,0.96,6.68,79.39,5.84,13.04,21.28,7.66,2,2022-10-31,10:00:00
2022-10-31 11:00:00,600.81,0.64,4.28,70.1,4.59,9.13,15.91,6.14,1,2022-10-31,11:00:00
2022-10-31 12:00:00,560.76,0.59,3.81,59.37,4.11,7.49,13.78,5.45,1,2022-10-31,12:00:00
2022-10-31 13:00:00,547.41,0.61,3.94,51.5,3.93,6.73,12.37,5.13,1,2022-10-31,13:00:00
2022-10-31 14:00:00,547.41,0.66,4.28,45.42,3.99,6.17,11.33,5.07,1,2022-10-31,14:00:00
2022-10-31 15:00:00,540.73,0.7,4.5,37.19,3.76,5.48,10.34,4.75,1,2022-10-31,15:00:00
2022-10-31 16:00:00,547.41,0.75,5.48,29.68,3.87,5.39,10.45,4.94,1,2022-10-31,16:00:00
2022-10-31 17:00:00,600.81,0.62,8.23,21.64,4.47,5.89,11.46,5.7,1,2022-10-31,17:00:00
2022-10-31 18:00:00,647.54,0.23,11.14,13.77,4.89,6.65,12.68,6.21,1,2022-10-31,18:00:00
2022-10-31 19:00:00,674.25,0.23,11.65,11.44,5.25,7.68,14.46,6.65,1,2022-10-31,19:00:00
2022-10-31 20:00:00,694.27,0.22,11.82,10.91,5.66,9.06,16.7,7.28,1,2022-10-31,20:00:00
2022-10-31 21:00:00,714.3,0.2,12.0,10.73,5.9,10.15,18.83,7.66,2,2022-10-31,21:00:00
2022-10-31 22:00:00,988.01,2.49,17.99,3.76,7.27,21.41,35.26,9.25,3,2022-10-31,22:00:00
2022-10-31 23:00:00,1335.14,10.28,19.71,0.15,8.11,36.42,56.48,9.37,4,2022-10-31,23:00:00
2022-11-01 00:00:00,1415.25,15.87,17.99,0.02,7.09,39.07,60.69,7.22,4,2022-11-01,00:00:00
2022-11-01 01:00:00,1321.79,16.76,15.59,0.02,6.08,36.18,58.22,6.33,4,2022-11-01,01:00:00
2022-11-01 02:00:00,1188.28,15.2,13.71,0.02,5.54,32.32,53.83,6.02,4,2022-11-01,02:00:00
2022-11-01 03:00:00,1094.82,14.19,12.34,0.02,5.48,29.99,50.76,6.08,4,2022-11-01,03:00:00
2022-11-01 04:00:00,1054.76,14.75,11.14,0.01,5.66,29.18,49.66,6.27,4,2022-11-01,04:00:00
2022-11-01 05:00:00,1041.41,16.09,9.94,0.01,5.78,28.79,49.41,6.4,4,2022-11-01,05:00:00
2022-11-01 06:00:00,1068.12,18.33,8.91,0.0,6.26,29.85,51.33,6.97,4,2022-11-01,06:00:00
2022-11-01 07:00:00,1375.2,26.38,9.77,0.22,8.34,39.81,65.68,9.12,4,2022-11-01,07:00:00
2022-11-01 08:00:00,1762.39,30.85,19.02,3.08,10.25,49.84,81.55,10.51,4,2022-11-01,08:00:00
2022-11-01 09:00:00,1708.98,13.08,33.93,28.97,11.32,47.77,83.86,13.05,4,2022-11-01,09:00:00
2022-11-01 10:00:00,814.44,1.12,10.02,70.1,7.87,14.47,34.23,10.51,2,2022-11-01,10:00:00
2022-11-01 11:00:00,787.73,0.63,7.45,86.55,7.57,14.27,31.31,10.39,2,2022-11-01,11:00:00
2022-11-01 12:00:00,801.09,0.44,6.6,97.27,7.57,15.33,30.73,10.51,2,2022-11-01,12:00:00
2022-11-01 13:00:00,727.65,0.42,5.48,85.12,6.56,13.15,25.75,8.74,2,2022-11-01,13:00:00
2022-11-01 14:00:00,640.87,0.51,4.84,67.23,5.48,9.83,19.28,7.03,1,2022-11-01,14:00:00
2022-11-01 15:00:00,574.11,0.63,4.46,50.78,4.41,7.19,14.99,5.57,1,2022-11-01,15:00:00
2022-11-01 16:00:00,554.08,0.74,4.84,36.48,3.93,5.73,12.38,4.94,1,2022-11-01,16:00:00
2022-11-01 17:00:00,574.11,0.61,6.68,24.32,3.93,5.32,10.73,4.81,1,2022-11-01,17:00:00
2022-11-01 18:00:00,594.14,0.16,8.31,16.45,3.93,5.58,10.77,4.69,1,2022-11-01,18:00:00
2022-11-01 19:00:00,614.17,0.12,8.31,15.02,4.05,6.44,12.19,5.0,1,2022-11-01,19:00:00
2022-11-01 20:00:00,620.84,0.11,7.8,14.84,4.23,7.28,14.1,5.26,1,2022-11-01,20:00:00
2022-11-01 21:00:00,614.17,0.1,7.11,14.66,4.17,7.62,15.33,5.13,1,2022-11-01,21:00:00
2022-11-01 22:00:00,614.17,0.11,7.03,13.95,4.17,8.13,16.47,5.07,1,2022-11-01,22:00:00
2022-11-01 23:00:00,620.84,0.13,7.2,13.23,4.17,8.32,16.98,4.88,1,2022-11-01,23:00:00
2022-11-02 00:00:00,587.46,0.1,6.68,13.41,3.81,7.31,15.61,4.24,1,2022-11-02,00:00:00
2022-11-02 01:00:00,580.79,0.15,7.03,11.98,3.55,7.84,16.46,3.7,1,2022-11-02,01:00:00
2022-11-02 02:00:00,594.14,0.29,7.88,9.03,3.49,9.38,18.38,3.61,1,2022-11-02,02:00:00
2022-11-02 03:00:00,627.52,0.54,8.57,6.53,3.87,11.36,21.0,4.02,2,2022-11-02,03:00:00
2022-11-02 04:00:00,667.57,1.02,9.42,3.89,4.65,14.24,25.61,4.62,2,2022-11-02,04:00:00
2022-11-02 05:00:00,714.3,2.26,10.02,1.34,6.02,19.06,33.67,4.94,2,2022-11-02,05:00:00
2022-11-02 06:00:00,727.65,4.36,10.54,0.3,7.99,26.53,44.75,4.75,4,2022-11-02,06:00:00
2022-11-02 07:00:00,834.47,8.16,10.88,1.52,10.61,35.4,57.34,5.76,4,2022-11-02,07:00:00
2022-11-02 08:00:00,1014.71,8.38,15.42,14.84,12.52,40.49,65.14,7.92,4,2022-11-02,08:00:00
2022-11-02 09:00:00,1054.76,3.21,16.11,60.08,14.07,40.72,66.64,10.51,4,2022-11-02,09:00:00
2022-11-02 10:00:00,720.98,0.96,7.2,82.97,11.92,26.6,42.28,6.59,4,2022-11-02,10:00:00
2022-11-02 11:00:00,687.6,0.61,5.27,101.57,10.73,24.99,39.6,6.59,3,2022-11-02,11:00:00
2022-11-02 12:00:00,680.92,0.47,4.67,120.16,11.21,26.75,40.67,6.4,4,2022-11-02,12:00:00
2022-11-02 13:00:00,654.22,0.39,4.46,124.45,10.97,26.86,39.32,5.57,4,2022-11-02,13:00:00
2022-11-02 14:00:00,620.84,0.34,5.23,114.44,11.21,25.41,35.62,4.69,4,2022-11-02,14:00:00
2022-11-02 15:00:00,587.46,0.21,6.25,103.0,12.04,23.49,31.34,3.64,3,2022-11-02,15:00:00
2022-11-02 16:00:00,580.79,0.11,7.45,94.41,12.28,21.27,27.99,3.23,3,2022-11-02,16:00:00
2022-11-02 17:00:00,607.49,0.06,9.0,82.97,11.32,18.66,25.19,3.39,2,2022-11-02,17:00:00
2022-11-02 18:00:00,620.84,0.0,9.85,68.66,9.54,16.49,22.75,3.36,2,2022-11-02,18:00:00
2022-11-02 19:00:00,627.52,0.0,9.34,55.07,7.87,15.32,22.12,3.77,2,2022-11-02,19:00:00
2022-11-02 20:00:00,614.17,0.0,8.31,41.48,6.44,14.51,21.79,3.96,2,2022-11-02,20:00:00
2022-11-02 21:00:00,594.14,0.0,7.28,31.47,5.36,13.53,20.98,3.8,2,2022-11-02,21:00:00
2022-11-02 22:00:00,580.79,0.01,6.6,26.11,4.65,12.39,19.69,3.7,2,2022-11-02,22:00:00
2022-11-02 23:00:00,554.08,0.02,6.08,22.89,4.05,10.46,17.26,3.42,2,2022-11-02,23:00:00
2022-11-03 00:00:00,514.03,0.02,5.1,21.28,3.46,8.14,14.29,2.91,1,2022-11-03,00:00:00
2022-11-03 01:00:00,500.0,0.02,4.75,19.13,3.34,7.64,13.78,3.7,1,2022-11-03,01:00:00
2022-11-03 02:00:00,514.0,0.04,5.17,16.44,3.54,8.03,14.47,3.61,1,2022-11-03,02:00:00
2022-11-03 03:00:00,526.0,0.08,5.81,14.13,3.93,8.63,15.56,4.02,1,2022-11-03,03:00:00
2022-11-03 04:00:00,560.0,0.14,6.94,11.44,4.77,10.06,18.31,4.62,2,2022-11-03,04:00:00
2022-11-03 05:00:00,600.0,0.29,8.28,8.03,6.25,12.72,23.94,4.94,2,2022-11-03,05:00:00
2022-11-03 06:00:00,660.0,0.81,10.19,4.19,8.44,17.31,32.38,4.75,2,2022-11-03,06:00:00
2022-11-03 07:00:00,766.0,2.65,12.16,3.8,11.66,22.88,40.0,5.76,2,2022-11-03,07:00:00
2022-11-03 08:00:00,866.0,3.91,14.03,11.44,13.34,26.75,44.38,7.92,3,2022-11-03,08:00:00
2022-11-03 09:00:00,826.0,2.2,13.53,21.44,12.75,25.06,41.0,10.51,3,2022-11-03,09:00:00
2022-11-03 10:00:00,634.0,0.22,11.13,15.91,9.28,16.75,26.0,6.59,2,2022-11-03,10:00:00
